E      thqq  q2        P_e         th_e     P_p    th_p
3650   155   0.33      3134.4      9.74     893.2  36.38  
3650   155   0.33      3134.4      9.74     893.2  50.44
3650   140   0.33      3134.4      9.74     859.89 32.26
3650   140   0.33      3134.4      9.74     859.89 54.56
3650   120   0.33      3134.4      9.74     794.68 27.03
3650   120   0.33      3134.4      9.74     794.68 59.78






